cluster,distinct_cultures,distinct_families,distinct_regions,families_percentile_vs_random,regions_percentile_vs_random
1986,1,1,1,56.0,56.0
1987,1,1,1,57.25,57.25
1988,1,1,1,57.75,57.75
1989,1,1,1,57.25,57.25
1990,1,1,1,55.5,55.5
1991,1,0,0,6.0,6.0
1992,1,1,1,56.0,56.0
1993,1,1,1,56.0,56.0
1994,1,0,0,7.25,7.25
1995,1,0,0,5.5,5.5
1996,1,1,1,54.75,54.75
1997,1,1,1,56.25,56.25
1998,1,1,1,55.75,55.75
1999,1,1,1,57.5,57.5
2000,1,1,1,55.25,55.25
2001,1,1,1,55.5,55.5
2002,1,0,0,9.25,9.25
2003,1,1,1,57.25,57.25
2004,1,1,1,57.5,57.5
2005,1,1,1,56.0,56.0
2006,1,1,1,55.75,55.75
2007,1,1,1,56.25,56.25
2008,1,1,1,57.0,57.0
2009,1,1,1,54.25,54.25
2010,1,1,1,57.75,57.75
2011,1,1,1,55.75,55.75
2012,1,0,0,7.0,7.0
2013,1,1,1,57.0,57.0
2014,1,0,0,7.0,7.0
2015,1,1,1,55.5,55.5
2016,1,1,1,57.5,57.5
2017,2,1,2,0.5,12.75
2018,1,1,1,56.25,56.25
2019,1,1,1,54.75,54.75
2020,1,1,1,58.75,58.75
2021,1,1,1,58.0,58.0
2022,1,1,1,57.0,57.0
2023,1,1,1,59.0,59.0
2024,1,1,1,57.0,57.0
2025,1,0,0,5.75,5.75
2026,1,0,0,8.75,8.75
2027,1,1,1,54.75,54.75
2028,1,1,1,58.25,58.25
2029,1,1,1,55.0,55.0
2030,1,1,1,55.75,55.75
2031,1,0,0,7.75,7.75
2032,1,1,1,55.25,55.25
2033,1,1,1,58.0,58.0
2034,1,1,1,56.25,56.25
2035,1,1,1,55.0,55.0
2036,1,0,0,5.0,5.0
2037,1,1,1,55.5,55.5
2038,1,0,0,6.75,6.75
2039,1,1,1,57.5,57.5
2040,1,0,0,4.75,4.75
2041,1,1,1,55.75,55.75
2042,1,1,1,56.25,56.25
2043,1,1,1,54.25,54.25
2044,2,1,1,19.25,19.25
2045,2,1,1,0.0,0.0
2046,1,0,0,6.75,6.75
2047,1,1,1,56.5,56.5
2048,1,1,1,57.0,57.0
2049,1,1,1,56.25,56.25
2050,1,1,1,55.5,55.5
2051,1,0,0,7.0,7.0
2052,1,1,1,20.0,19.5
2053,1,0,0,0.75,0.75
2054,1,0,0,5.25,5.25
2055,1,1,1,54.75,54.75
2056,1,1,1,56.75,56.75
2057,1,1,1,56.0,56.0
2058,1,1,1,57.25,57.25
2059,1,1,1,55.5,55.5
2060,1,1,1,57.5,57.5
2061,1,1,1,59.25,59.25
2062,1,1,1,56.0,56.0
2063,1,1,1,58.75,58.75
2064,1,1,1,55.25,55.25
2065,1,1,1,55.5,55.5
2066,1,1,1,55.75,55.75
2067,1,1,1,57.25,57.25
2068,1,1,1,58.75,58.75
2069,1,1,1,54.75,54.75
2070,1,1,1,55.75,55.75
2071,1,1,1,56.75,56.75
2072,1,0,0,8.25,8.25
2073,1,0,0,6.75,6.75
2074,1,0,0,6.5,6.5
2075,1,1,1,56.25,56.25
2076,1,1,1,56.25,56.25
2077,1,1,1,58.75,58.75
2078,1,0,0,5.75,5.75
2079,2,1,2,18.75,68.0
2080,1,1,1,58.5,58.5
2081,2,1,1,17.0,16.75
2082,1,1,1,57.0,57.0
2083,1,1,1,55.25,55.25
2084,1,0,0,7.5,7.5
2085,1,0,0,5.5,5.5
2086,1,0,0,5.75,5.75
2087,1,1,1,57.5,57.5
2088,1,0,0,6.5,6.5
2089,1,1,1,57.5,57.5
2090,1,0,0,5.75,5.75
2091,1,1,1,57.25,57.25
2092,1,1,1,55.0,55.0
2093,1,1,1,57.75,57.75
2094,1,1,1,56.75,56.75
2095,1,1,1,55.75,55.75
2096,1,1,1,55.5,55.5
2097,1,1,1,54.5,54.5
2098,1,1,1,56.0,56.0
2099,1,1,1,59.5,59.5
2100,1,1,1,56.25,56.25
2101,1,1,1,56.25,56.25
2102,1,1,1,55.75,55.75
2103,1,1,1,57.75,57.75
2104,1,1,1,57.25,57.25
2105,1,1,1,55.25,55.25
2106,1,1,1,57.75,57.75
2107,1,1,1,56.0,56.0
2108,1,1,1,58.75,58.75
2109,1,1,1,55.5,55.5
2110,1,1,1,57.0,57.0
2111,1,1,1,55.5,55.5
2112,1,1,1,57.25,57.25
2113,1,1,1,57.0,57.0
2114,1,1,1,55.75,55.75
2115,1,1,1,55.75,55.75
2116,1,1,1,57.25,57.25
2117,1,1,1,57.5,57.5
2118,1,1,1,55.5,55.5
2119,1,1,1,56.75,56.75
2120,1,1,1,57.25,57.25
2121,1,1,1,55.25,55.25
2122,1,1,1,55.75,55.75
2123,1,1,1,56.25,56.25
2124,1,1,1,57.0,57.0
2125,1,1,1,57.25,57.25
2126,1,1,1,58.25,58.25
2127,1,0,0,6.5,6.5
2128,1,0,0,7.25,7.25
2129,1,0,0,6.75,6.75
2130,1,0,0,6.5,6.5
2131,1,0,0,9.5,9.5
2132,1,0,0,7.5,7.5
2133,1,0,0,6.75,6.75
2134,1,0,0,7.0,7.0
2135,1,0,0,5.0,5.0
2136,1,0,0,6.75,6.75
2137,1,0,0,4.75,4.75
2138,1,0,0,6.5,6.5
2139,1,0,0,7.5,7.5
2140,1,0,0,5.0,5.0
2141,1,0,0,8.25,8.25
2142,1,0,0,7.25,7.25
2143,1,0,0,5.75,5.75
2144,1,1,1,57.5,57.5
2145,1,1,1,55.5,55.5
2146,1,1,1,54.5,54.5
2147,1,1,1,58.25,58.25
2148,1,1,1,55.0,55.0
2149,1,1,1,56.75,56.75
2150,1,1,1,56.5,56.5
2151,1,1,1,55.25,55.25
2152,1,1,1,57.0,57.0
2153,1,1,1,58.0,58.0
